INVOICE_CODE,ITEM_CODE,AMOUNT,QUANTITY
IN00019382,VXMIQ,858.12,260
IN00076020,GTDCO,499.53,288
IN00012986,RIZKO,652.44,8
IN00086229,JAHFS,218.5,417
IN00055512,NUTOO,730.8,335
IN00011543,SFNXQ,499.52,170
IN00057959,UWTIB,741.34,109
IN00035037,XXYYC,658.96,97
IN00045382,EBZZR,763.84,72
IN00052627,RJWRC,414.8,285
IN00071852,ZSDLA,494.63,800
IN00013385,LDNVD,97.03,48
IN00083271,ZEINO,906.89,409
IN00081672,ONXUL,220.12,395
IN00058173,DANZB,10.86,99
IN00079956,NLDOF,652.08,749
IN00078601,BBCRS,450.47,34
IN00081099,LOUKY,979.65,688
IN00055295,KDYUY,541.99,172
IN00091226,DHLEO,419.73,856
IN00039851,DTRZC,548.3,710
IN00084555,ZBXWU,885.25,310
IN00016879,MGPEA,629.2,548
IN00080544,JYMLM,724.93,19
IN00092846,IRHQW,896.01,624
IN00014479,JFKXO,1.23,306
IN00057241,JOGWW,938.69,936
IN00066099,EZGRP,401.5,928
IN00088780,ZHZOI,475.93,319
IN00055875,ARAXF,756.41,48
IN00065455,PXJHN,94.71,878
IN00020350,JOYIH,486.84,856
IN00063388,PSFPY,309.79,595
IN00054616,GTYDV,257.57,107
IN00072171,OZTKZ,303.62,229
IN00038240,COUDN,797.17,735
IN00039732,YOSGC,935.59,920
IN00080993,MBHIA,235.23,171
IN00074232,GVAAA,475.88,514
IN00075344,FWBLY,264.31,493
IN00026859,ACKOO,290.44,871
IN00061201,QBEVE,6.06,783
IN00052306,TXJNU,282.35,963
IN00027982,NENEZ,870.02,105
IN00071695,TMXDC,13.72,224
IN00016514,TBPQB,56.35,451
IN00055671,GWXCR,317.44,186
IN00065630,PBTQW,904.72,437
IN00026464,DPYZS,898.47,828
IN00050039,ZJATB,590.21,371
IN00099806,DVYCT,255.27,108
IN00052140,ZLRWB,92.4,464
IN00011921,JTVIW,936.05,168
IN00031111,SFAAR,521.45,354
IN00072169,QFDHH,600.44,395
IN00052382,AADMX,639.12,616
IN00076178,SFTFP,458.59,385
IN00076670,RWOTY,130.75,956
IN00080770,LZCFY,453.6,374
IN00079340,YCDWA,186.33,267
IN00011747,WDYWB,475.91,634
IN00074508,LNFJH,399.28,425
IN00051543,SJFVJ,863.11,668
IN00081071,CUCNB,220.75,460
IN00049990,NQWIZ,83.09,827
IN00088157,APGLA,489.88,404
IN00085467,XOIDD,384.13,752
IN00096986,XJNYX,391.88,560
IN00081844,IQBAQ,11.62,680
IN00025109,QPLWL,841.66,397
IN00041061,FASJB,868.05,450
IN00060375,FLDKA,726.67,416
IN00048373,LHXCP,215.22,963
IN00082905,EFNND,357.1,441
IN00097783,GWXJZ,601.85,521
IN00007677,IVCCQ,245.6,112
IN00009320,ZYWBU,241.7,676
IN00096820,WWDAW,782.27,984
IN00036002,IIRYG,531.8,531
IN00059981,YGGQY,371.4,204
IN00018298,OOBZL,840.72,48
IN00086376,EUWKZ,177.02,469
IN00027086,CPSZU,551.56,320
IN00007246,CXNPJ,358.69,202
IN00058990,RIZDG,960.21,966
IN00045702,ZCNRK,502.27,873
IN00000606,FIYEC,729.05,978
IN00004687,XQDRJ,928.31,480
IN00003819,PDPYX,695.49,679
IN00031275,HMLZW,311.05,210
IN00084336,OLSJH,869,734
IN00011682,FCXAH,653.46,195
IN00068546,PXXSA,252.23,207
IN00046357,NTRVJ,711.4,299
IN00022914,TBLTX,854.78,271
IN00011702,CEATS,279.6,315
IN00009960,KWZMY,105.31,185
IN00017915,ERZHH,492.71,912
IN00043304,DVBGR,849.99,472
IN00021129,ZKHCO,539.52,316
IN00059811,DLEOF,739.48,542
IN00061789,JBYPS,821.16,294
IN00050539,LHZYC,227.8,469
IN00062822,TAIEY,6.23,278
IN00088860,WYKOM,246.27,794
IN00089791,AFLPQ,748.62,639
IN00085445,IMTKJ,827.07,938
IN00089533,MHOTE,443.17,739
IN00068954,NYYUH,103.33,116
IN00013743,WPCMK,869.47,498
IN00023692,HDTMB,611.82,59
IN00002054,YQFOU,790.84,795
IN00048188,POQAJ,172.5,945
IN00021097,AJCWU,667.54,24
IN00029997,WTYGJ,667.54,994
IN00027248,IHLYX,565.06,813
IN00069213,PVBVB,608.38,412
IN00086241,SVBZX,973.86,671
IN00056262,QXNAA,234.74,230
IN00086316,IUACQ,204.98,119
IN00085227,TGAVY,669.53,614
IN00096221,QGEJD,245.75,36
IN00039029,SUFSV,452.22,831
IN00052957,ZKJED,150.01,525
IN00003239,RTELH,143.69,412
IN00011585,LTGCO,582.55,58
IN00009274,PZGWB,558.23,827
IN00038670,DDLMC,511.38,531
IN00034923,UNTUA,206.92,442
IN00076217,XEGRA,593.31,14
IN00043104,UQIET,903.92,682
IN00074682,IFCST,589.67,144
IN00032714,HCZNX,339.29,584
IN00087527,UTKFI,598.3,736
IN00084400,MRRZV,381.47,678
IN00041035,NSVUI,491.2,993
IN00001251,DSGAK,380.14,308
IN00042730,KVZNG,63.75,439
IN00084203,TPSSP,509.77,994
IN00041974,HPIFO,821.26,42
IN00002011,NEQXQ,199.71,264
IN00053373,WDEPD,31.36,876
IN00094345,LOOSJ,34.61,153
IN00083753,QKUKS,810.33,77
IN00017422,WVKVU,321.14,255
IN00073505,MTTKG,357.24,653
IN00061554,LQSOJ,629.53,151
IN00073541,XLMXD,502.16,754
IN00000496,UQBAU,332.77,566
IN00006622,SAGAT,173.13,513
IN00072556,OFGPY,869.93,837
IN00023916,XAXIY,109.03,422
IN00081219,RPZCY,236.27,216
IN00038707,QPZME,371.8,82
IN00060859,DLPUQ,616.82,996
IN00003009,VLMVP,249.35,63
IN00070818,MSMJI,974.32,856
IN00039766,SIUWM,103.88,47
IN00009719,DMAVM,554.41,902
IN00094721,IRHNG,549.71,751
IN00047996,UIETP,680.17,641
IN00045588,JRADF,775.67,154
IN00026177,WOCGO,283.41,801
IN00025350,GEUIQ,872.09,554
IN00003942,OSRHK,754,789
IN00027695,PHNRA,944.63,851
IN00083409,OAWUC,492.31,168
IN00016315,VUVLA,572.94,176
IN00049751,MFWSK,86.73,77
IN00042356,RVOEC,629,21
IN00008909,HRHNY,781.21,391
IN00065716,ZACWR,198.13,971
IN00006027,BCYZC,398.39,256
IN00055769,MKDAX,736.04,833
IN00048046,NNKFD,630.21,302
IN00084057,BEYAQ,310.86,972
IN00005390,XJEMJ,301.12,645
IN00086359,LCEVH,334.11,576
IN00007006,ZTAJS,507.14,100
IN00033766,QPYFN,897.12,525
IN00075164,XDYMX,472.89,722
IN00084380,UYAAD,180.6,505
IN00013013,BVTUV,65.34,124
IN00005843,XESDM,495.43,306
IN00015491,JXIBW,981.93,492
IN00098885,SVZFI,178.29,338
IN00096404,TOWZN,145.97,834
IN00046856,ARKLW,125.59,605
IN00093937,HJLSN,201.14,566
IN00019608,KNXNG,893.28,594
IN00003226,DEIQS,217.98,670
IN00081238,HYTDC,775.74,256
IN00020341,VJDTS,23.84,944
IN00067615,AXHBQ,373.65,888
IN00062660,BAMDE,617.83,455
IN00023100,RZEQV,962.25,682
IN00014192,NTECB,985.3,726
IN00068569,KKWOA,471.42,173
IN00046570,HHYSB,77.6,493
IN00058204,JCBBK,556.84,381
IN00061116,XIMFI,44.55,447
IN00024766,XAQOS,349.66,566
IN00078666,ZNLWO,614.8,864
IN00077334,EBHRP,547.97,566
IN00034563,BPSWA,983.23,842
IN00089215,YIYXH,940.33,653
IN00032270,PRUEA,660.17,519
IN00002070,XULGO,380.23,533
IN00025874,WFJKA,475.37,519
IN00046674,HISDH,669.08,704
IN00092618,KJXMY,730.81,938
IN00005187,ZMQRO,545.98,845
IN00018090,HJHKZ,233.59,704
IN00082463,YXJDV,425.32,545
IN00002082,EQAWB,703.61,979
IN00042419,EQLUB,356.35,358
IN00017768,GWYVD,910.76,451
IN00097531,OKPXR,933.25,194
IN00036128,AAEYA,834.67,234
IN00069804,PDEFF,565.29,732
IN00083139,IKUTL,588.81,175
IN00033869,WXQCK,225.58,322
IN00057961,SAAPE,670.43,4
IN00035681,NCQCB,967.36,283
IN00090517,MUOHY,575.94,513
IN00035313,LYEVS,388.66,367
IN00065615,UXGJS,511.32,901
IN00073813,WDCKU,888.95,59
IN00018891,IDSMV,521.95,661
IN00042144,JUBBN,908.94,400
IN00093344,EMQAU,192.45,271
IN00001916,LAYIQ,107.8,508
IN00086596,MBUCN,47.84,779
IN00015751,ZNVPP,195.2,708
IN00004529,DATXA,576.2,673
IN00004067,CLKPT,540.61,254
IN00063198,IAVKP,461.34,665
IN00055738,JVQEM,647.25,275
IN00074238,UOUXQ,801.8,121
IN00037549,NQNFQ,468.44,225
IN00071357,ZWYPH,350.45,132
IN00029361,XUHHI,923.39,878
IN00092646,ITDXT,691.3,1000
IN00099549,IKDYN,997.02,271
IN00004280,FOCRC,300.26,950
IN00051758,SMHLP,137.28,987
IN00014231,SAKOB,217.29,115
IN00014501,GBEOQ,869.14,694
IN00065084,IGXFO,336.55,108
IN00020407,VRPWL,302.56,508
IN00019976,NBYXI,433.16,83
IN00086249,MSKVM,659.25,611
IN00066953,TUCNA,95.36,827
IN00050305,GYSEN,784.57,462
IN00065481,RHYHW,424.69,485
IN00064938,UKEYZ,586.27,333
IN00047948,OOXZS,642.99,314
IN00079095,VHMZQ,520.04,197
IN00040502,TKQHQ,384.4,339
IN00073830,QYRDU,952.54,253
IN00045446,HPCGT,936.9,998
IN00097994,ONNXN,503.83,445
IN00016365,MNJHJ,409.84,145
IN00097711,TNZOW,744.67,418
IN00044510,AGYIL,491.99,998
IN00025583,LXURR,304.08,818
IN00038853,VJPSJ,232.65,168
IN00008460,EHRIE,151.3,213
IN00082396,GHZBN,402.17,657
IN00053300,NKHKD,967.31,615
IN00059037,VUHTZ,493.46,826
IN00093251,DMIJD,58.83,227
IN00090024,HQXAT,645.88,768
IN00063383,OFKNX,287.58,458
IN00079652,EKSZN,881.23,115
IN00035210,XBXXL,174.63,901
IN00014770,MWDXQ,522.23,378
IN00086521,NSLQT,848.94,310
IN00012129,ZRIFA,480.12,225
IN00088332,FWUHP,945.03,970
IN00080146,TPVYL,654.74,197
IN00040016,KQLYP,211.87,972
IN00033473,AJSPM,292.88,102
IN00081566,WPWPE,631.83,701
IN00085791,RNWYW,456.89,977
IN00080841,CNZNP,247.73,197
IN00088905,MAJAB,229.81,664
IN00081118,JTAAN,235.57,781
IN00055182,JCAIH,239.28,535
IN00079553,WHOSK,256.71,71
IN00046656,ABQXU,953.06,843
IN00087606,FPKHK,12.48,462
IN00041949,UJJTN,460.2,135
IN00012373,HMVOU,433.08,394
IN00072818,LJHOY,866.12,376
IN00038763,AZNJU,200.61,152
IN00073960,ETEEE,110.98,703
IN00060472,ZIEAS,879.57,294
IN00014593,JPYDO,752.22,322
IN00007787,TXXPP,416.4,917
IN00056119,PRTLA,797.78,5
IN00077222,FTKDS,878.57,806
IN00019969,EZAAP,424.49,25
IN00021687,RRAEU,822.67,181
IN00059506,LVLBH,685.02,663
IN00013053,IJSSK,456.33,213
IN00004731,YVFFI,133.88,133
IN00078698,VGKFA,264.16,226
IN00073889,CWFTE,157.25,323
IN00005605,NVBTE,36.74,416
IN00039928,SWAPB,703,765
IN00020851,IPOEU,310.85,505
IN00021847,CBOFX,559.97,273
IN00038721,RFVRE,207.74,385
IN00023057,UCOLJ,103.79,897
IN00057415,IRLPL,71.18,99
IN00025203,YLWPF,686.41,942
IN00025543,MFKFH,818.25,385
IN00028370,JKNXB,524.77,395
IN00014917,CTFKF,706.51,344
IN00050872,BMSYF,774.14,971
IN00023789,ZTCPF,757.33,524
IN00030653,SQXNR,689.6,992
IN00091969,BQXEG,121.57,112
IN00034305,VIXHJ,771.9,566
IN00023450,IUQMP,570.91,584
IN00045037,QTLPE,386.04,450
IN00027839,EOWZI,276.44,555
IN00070093,IDPSZ,858.71,648
IN00044440,QGABE,89.68,375
IN00096919,FRTAO,994.44,288
IN00075211,LBOCO,705.64,590
IN00089730,YYOAY,755.32,630
IN00047520,XIACE,304.74,795
IN00035895,HUEZS,289.79,726
IN00079525,CNCXQ,870.3,866
IN00064180,ASPKX,337.55,834
IN00009295,QMTSE,524.95,557
IN00098468,MQXDZ,322.76,985
IN00026610,AJCHP,253.56,38
IN00020916,FWQQK,948.76,97
IN00073910,DYQPY,595.89,672
IN00053341,GXWXO,721.12,831
IN00008534,ECGHA,420.74,379
IN00052592,RGIKO,273.88,134
IN00066288,VFYEI,181.09,444
IN00071605,IHQXP,80.48,908
IN00009236,VZIKG,875.74,807
IN00067769,NVSKL,484.99,520
IN00009635,BJWAH,735.78,859
IN00060267,QSCNW,797.82,838
IN00036190,HGFWE,246.41,716
IN00056547,EVWXS,793.89,635
IN00094352,UHOIT,919.52,899
IN00045206,EAGHW,819.31,270
IN00008551,EABGB,121.72,90
IN00050589,XMWVZ,21.72,526
IN00088278,HXONU,553.4,965
IN00023794,JKAWM,681.92,205
IN00011927,XFMFH,846.88,226
IN00022714,CQULX,66.25,735
IN00018924,LMICA,760.23,702
IN00076598,ZNQOT,365.89,497
IN00068025,ZPUBS,981.91,892
IN00066541,OHYJX,740.41,943
IN00032790,BXQBQ,412.83,441
IN00011489,BHVFA,687.56,394
IN00023026,PKAKB,522.88,67
IN00077517,AGQOY,483.06,454
IN00072347,GLZWV,293.62,871
IN00041491,AJIXI,300.7,72
IN00023865,DWVWT,295.48,89
IN00072687,CXSQA,405.06,447
IN00064363,BXNVZ,829.1,859
IN00025551,BHUNE,130.2,497
IN00018694,WTXGA,694.33,250
IN00074647,OQMAT,97.05,4
IN00057902,CKKOD,385.88,990
IN00032507,XVMMY,725.47,113
IN00067178,LIWDB,855.42,787
IN00064368,MUPHW,118.24,87
IN00082926,FZWKR,709.96,518
IN00027946,KJUGS,346.24,100
IN00065419,QHRYO,359.81,984
IN00022906,CJHIY,871.26,590
IN00072426,SUROR,39.07,266
IN00020485,PRETM,811.89,640
IN00019164,KLQNP,602.76,925
IN00022796,ASADZ,112.59,498
IN00005912,PHPOC,529.98,67
IN00077441,NLINH,242.72,854
IN00045311,YOTMB,875.12,809
IN00011610,LDRCN,768.11,410
IN00065492,TSBYG,311.95,925
IN00055256,NCOQA,442.9,477
IN00057787,YQYKM,915.98,197
IN00008078,LEDGG,728.46,748
IN00012147,HRHOS,818.53,806
IN00089937,AKZFJ,314.85,395
IN00066290,KMZZF,880.47,364
IN00028456,HQDXE,910.04,211
IN00045107,FEBFW,827.94,240
IN00088305,KDLWC,339.11,994
IN00039855,AWYHQ,610.05,371
IN00062212,AONDA,490.57,760
IN00058415,OAAYJ,362.86,947
IN00067596,SZJSH,640.77,739
IN00010546,YUVSB,614.62,624
IN00042941,ZSZTY,716.28,168
IN00071977,SPFHR,197.28,127
IN00019269,AXSJS,364.8,299
IN00051066,QGUYR,394.1,591
IN00085183,KZOMF,578.79,248
IN00017756,DHNQS,941.82,421
IN00041739,PNDJQ,916.93,920
IN00004006,AADHN,123.91,745
IN00081802,IQUNV,933.03,80
IN00007932,WNAKX,684.34,572
IN00004337,SBIMC,265.47,116
IN00006018,TQQHS,162.17,398
IN00050264,AUSUB,195.15,205
IN00072634,HBBNY,386.86,407
IN00098757,CXISZ,735.45,413
IN00003142,KEYCI,863.09,174
IN00056045,TOAFG,770.2,466
IN00008789,YXRTC,132.28,264
IN00002919,ORTUN,300.56,488
IN00015076,VEOBY,724.57,25
IN00039227,NTFMV,52.99,422
IN00042088,HCSCO,452.78,292
IN00098225,DTQHW,15.91,660
IN00063782,EXUAH,226.37,474
IN00086602,KXMLJ,159.16,816
IN00047882,QLDUI,60.06,278
IN00044108,UOUQS,509.82,948
IN00026574,EWGXB,662.3,279
IN00005322,NPTWV,339.22,77
IN00088226,TUJXU,141.22,516
IN00038050,YUHZT,585.11,328
IN00072404,QUZSP,163.74,756
IN00045129,GAIJD,388.7,204
IN00000920,AGTVP,214.33,131
IN00088883,NWMJA,453.39,415
IN00073657,AYZCA,514.82,178
IN00035822,TBDHB,701.15,827
IN00035639,OQNZT,502.78,278
IN00063699,CYRZK,277.38,24
IN00004968,QYPSK,148.3,966
IN00055327,NOKDB,620.68,954
IN00057286,XRQLG,933.05,410
IN00003472,XTBMP,462.48,747
IN00020920,TBQTX,279.9,575
IN00083773,VPXJH,273.81,472
IN00008204,RZGDX,793.04,876
IN00054251,HIXKD,696.23,930
IN00056867,INJIK,562.6,627
IN00068653,HQYLV,96.87,310
IN00077442,XFZTM,911.59,270
IN00034965,APLQB,6.32,492
IN00088768,FUMVW,758.33,353
IN00021307,GIIEQ,108.02,174
IN00029995,BJSCF,787.65,96
IN00041647,OKWTX,626.47,741
IN00063176,QPVAH,124.64,95
IN00045857,STAZW,637.51,525
IN00025686,FDZMM,699.09,184
IN00070579,AKEAW,164.87,809
IN00086220,RPKQH,17.38,443
IN00013479,FPXOY,51.61,192
IN00027676,EAWWU,657.28,127
IN00019549,LYOEJ,503.58,870
IN00023258,HBFHD,896.42,273
IN00070148,YNFUU,199.11,715
IN00038885,XUUUU,779.81,924
IN00020014,QDNGM,995.37,42
IN00010646,QWMAT,211.61,530
IN00036213,WBANY,852.07,179
IN00055042,ZJBEV,930.45,90
IN00012105,IYTIO,220.66,413
IN00061226,ABZGD,248.15,723
IN00027822,SEZRW,25.98,388
IN00014893,EKFTX,391.69,997
IN00033817,YSJFP,840.41,891
IN00065843,DCQPI,117.79,258
IN00046947,SQCKI,842.95,398
IN00072946,YCKHB,456.73,653
IN00022973,FYLJC,655.16,606
IN00018287,DOYFG,79.23,625
IN00026963,KMMZK,202.41,114
IN00021191,ETKCI,786.54,53
IN00061388,YHKPZ,344.66,355
IN00032239,ABNEH,875.03,997
IN00064823,JKRWW,850.16,109
IN00043042,CVZUS,878.8,960
IN00035602,NKGDY,140.57,617
IN00041796,CKPIE,781.42,345
IN00089196,PSPMZ,882.08,277
IN00061427,TVJBL,795.53,923
IN00008506,JZFGS,742.42,991
IN00021484,RFSSM,325.88,442
IN00051016,NKTRM,438.83,683
IN00049619,IZECF,198.13,705
IN00037464,ZXCCP,299.67,658
IN00007838,CRQWD,882.52,722
IN00060497,VFSHX,867.67,353
IN00043831,NUBRU,184.4,343
IN00093063,CFKDD,180.56,214
IN00073374,IWWSD,455.85,963
IN00008755,PZTAJ,26.6,613
IN00066242,VUVIC,843.45,565
IN00000563,WADYV,745.54,646
IN00084341,TULAZ,471.15,916
IN00093451,MIVHT,60.24,196
IN00047042,YYJRB,321.15,126
IN00085951,RUWKD,268.08,188
IN00088642,RAXIB,771.62,840
IN00054855,UEWLU,533.15,597
IN00066196,SSSYH,811.26,879
IN00092696,FLWTT,491.04,995
IN00009610,LMFWU,253.78,282
IN00019211,NZLYQ,197.69,630
IN00063191,BBTFP,380.85,965
IN00015316,LFKTF,420.92,529
IN00057186,NKOHB,171.36,738
IN00052927,YHGHM,372.55,229
IN00025712,WIXZB,869.21,653
IN00006499,LWNPL,154.98,628
IN00016944,QVRBN,579.11,676
IN00063417,NDHLK,842.41,596
IN00007862,BJEXS,579.63,965
IN00067290,HCLKJ,312.78,875
IN00035736,TIXCL,330.31,190
IN00051884,EFNRF,556.52,871
IN00040396,FHAEJ,174.86,152
IN00098833,KFLVU,540.92,951
IN00071724,IBNUD,681.91,344
IN00012083,DAHUP,72.71,831
IN00067101,BNRCO,448.77,823
IN00000949,SJDDY,550.41,42
IN00038350,RFWOF,817.84,670
IN00032211,JTYMV,727.72,482
IN00093474,UKCEG,363.8,171
IN00009526,JKVWX,462.38,300
IN00087368,LJJNW,492.85,895
IN00021189,OMMQC,286.83,326
IN00005859,OSUWW,598.99,532
IN00082196,ESBPR,99.94,128
IN00089038,YIBMT,889,489
IN00026162,LICYD,273.13,204
IN00053155,FYCNC,375.31,528
IN00046061,QZTZC,59.71,344
IN00072099,SHAAZ,321.89,404
IN00075457,WOURN,273.86,92
IN00085278,TBAVF,218.07,413
IN00060347,IWGEA,878.54,113
IN00042912,WXPFX,838.25,53
IN00072341,NHHTR,190.38,813
IN00051071,GZGJF,859.01,825
IN00028508,PUTGZ,274.31,363
IN00023869,HFAVP,981.03,16
IN00049173,EKBPJ,977.38,241
IN00004623,NBHLD,2.67,275
IN00009683,SGLFK,412.93,704
IN00002809,VOHPP,702.02,673
IN00088494,ITHQE,890.03,67
IN00099601,VZSIZ,238.07,513
IN00066056,CWEYU,745.32,207
IN00032983,UUUWW,276.03,218
IN00090654,RRSMQ,525.57,256
IN00000096,SOTSB,986.91,857
IN00043567,XUJJN,687.55,686
IN00050267,AUZAX,903.95,369
IN00024016,ZGDKK,907.96,573
IN00044479,SCSVM,580.67,372
IN00091335,CJCAC,961.51,584
IN00081349,WZJZX,369.81,45
IN00039109,TBXZO,747.51,790
IN00026710,HTKPZ,567.46,631
IN00002643,EARWO,152.64,192
IN00043944,NRPUU,69.44,289
IN00089147,XQHGH,442.09,54
IN00058730,YUQNR,895.32,209
IN00039602,HUZCO,840.39,612
IN00087762,SIRUZ,512.85,244
IN00061313,OJXSQ,792.17,700
IN00050871,SOODY,413.12,996
IN00011555,QJDEX,733.31,909
IN00026564,MTZMA,917.74,856
IN00020941,EOETR,392.14,629
IN00048283,GCCWO,963.54,784
IN00069256,FLJCP,843.47,575
IN00037530,HGTZA,598.66,521
IN00040746,UHWPO,631.72,616
IN00005593,BVCQN,191.37,189
IN00006445,KERXC,675.8,731
IN00018611,HEQYJ,364.74,926
IN00022109,GQGHS,758.07,221
IN00057034,PMHFX,527.83,814
IN00060856,LDLID,971.22,363
IN00004448,QVCIE,851.74,537
IN00066648,WIMLC,514.99,505
IN00002747,OBSJX,16.91,859
IN00099542,SAHLK,405.58,601
IN00004390,LZDNZ,345.06,349
IN00011421,PUDLE,482.28,190
IN00072907,GIWRB,610.67,298
IN00086329,JSPAT,503.38,632
IN00090006,TBSEN,534.92,597
IN00085411,YVDKM,659.24,891
IN00046359,PXUNB,50.77,376
IN00034717,NFPPR,823.16,62
IN00084710,JNMKD,124.6,415
IN00090556,PDOXA,717.71,904
IN00010377,CCDUI,19.6,275
IN00078045,ZTPVE,963.6,900
IN00023977,STCNV,817.29,522
IN00005972,OVUGW,784.9,137
IN00040685,CFOXJ,937.14,632
IN00034142,IQQQD,217.77,528
IN00035361,YPUQA,965.91,894
IN00027552,FQGBT,351.89,269
IN00048014,GVIAX,750.21,569
IN00027874,IHHWJ,86.43,257
IN00019457,PUBFP,610.29,572
IN00093998,CFEWX,77.06,20
IN00013371,XPMRL,798.46,280
IN00015624,UDKNA,90.11,384
IN00023345,QXZOU,826.46,888
IN00012432,MJUMP,853.5,87
IN00041574,WDFJQ,860.39,883
IN00044833,DMDPV,511.01,754
IN00035006,WBSHB,212.96,606
IN00075175,EDXMK,730.96,860
IN00098259,KQLUM,685.61,708
IN00067536,RDAUD,544.7,168
IN00056899,FCLWU,177.28,995
IN00045722,XOGHG,13.81,388
IN00053931,DYFVS,153.48,248
IN00069255,IXZXX,623.39,240
IN00045315,GQDCP,623.68,213
IN00093901,XKRCW,719.78,898
IN00031639,DYHQA,99.98,520
IN00099500,SCPIK,460.17,842
IN00024054,WGCCK,392.56,297
IN00093819,HYMZN,24.15,695
IN00000034,SYWQY,309.32,500
IN00018339,PIQQN,515.86,965
IN00089561,OQVSR,41.66,273
IN00045508,YHKYC,369.8,145
IN00092836,VUHUR,329.19,818
IN00055119,MIDXA,555.05,708
IN00069547,WBEIA,758.2,33
IN00086159,CJQBZ,737.39,529
IN00057463,SQCHQ,777.75,636
IN00096166,LGUHI,761.9,543
IN00007244,SATUX,766.41,553
IN00076687,VCQRC,147.91,926
IN00084449,SDLAW,165.17,895
IN00016985,XGBGC,853.82,763
IN00098777,XTVKJ,675.14,250
IN00095441,TDUCE,736.74,105
IN00082536,XDHLV,159.09,781
IN00063692,JCQHQ,815.13,979
IN00021024,FJDGN,217.2,258
IN00058964,ISWQK,19.82,989
IN00089416,ZLNUE,945.41,46
IN00094080,KDXLT,234.86,272
IN00065961,YZEPO,625.84,895
IN00057039,NHCEI,603.52,538
IN00084781,MLNDA,2.49,814
IN00086095,HWERZ,547.63,912
IN00075072,MBIIC,625.42,466
IN00011879,JOSJH,214.26,594
IN00042224,RLTDY,796.98,233
IN00048871,ROROJ,673.75,867
IN00087518,NAZIU,881.08,504
IN00042845,YIBSK,680.19,987
IN00015168,ZVNZM,26.09,682
IN00026801,YJCWD,167.97,181
IN00004772,VOYRP,377.58,663
IN00016148,WIKMU,917.41,496
IN00003964,IONJK,547.24,431
IN00082058,BZHXR,188.2,206
IN00054214,MFMRA,963.55,433
IN00061416,UZRMB,239.96,294
IN00085166,WOXHH,662.25,774
IN00030997,NGTOM,651.03,690
IN00071409,TOIYU,184.26,579
IN00077827,UTGRV,457.54,788
IN00023324,PRLRZ,145.91,123
IN00033536,LKUWL,162.19,254
IN00026759,LLLPZ,45.39,864
IN00084588,TKZSN,905.75,467
IN00002246,PDKYZ,681.49,82
IN00064077,PGJCQ,727.01,150
IN00030089,VJXNH,516.89,600
IN00031721,JQSUR,192.94,491
IN00041521,ZJSIR,406.56,537
IN00092698,NIIOT,228.85,174
IN00078745,OTWUH,258.32,825
IN00010877,VUWPH,34.92,622
IN00008980,ZAQIA,428.39,386
IN00065916,LCGGE,843.34,598
IN00043317,EZYLZ,931.51,187
IN00056360,VUXKG,399.96,488
IN00040490,IWVAF,608.9,150
IN00053826,JUSCC,480.67,42
IN00032210,DXRDQ,703.45,960
IN00002515,AARTD,654.77,606
IN00027532,SBCLM,928.04,911
IN00090906,AHFUO,144.82,324
IN00081167,NNLOX,334.51,354
IN00048155,EMDDZ,359.7,186
IN00018352,GGVGP,845.38,542
IN00005973,AJSWT,424.68,819
IN00046222,JPDAB,265.71,802
IN00084052,PMBLZ,233.39,464
IN00078707,YHDPW,652.72,592
IN00054814,LEOPM,893.76,534
IN00024478,OSPIB,962.47,832
IN00098026,FUGJB,173.99,33
IN00055229,MWIRM,623.29,782
IN00009171,TLDCK,947.01,808
IN00039465,AAGBL,406.08,879
IN00037001,HOQAA,345.15,182
IN00017190,SSBIC,15.86,49
IN00090924,ZUHFS,393.74,824
IN00060337,NPJSI,595.51,131
IN00049346,YWYND,600.04,28
IN00037212,RUFOB,246.17,546
IN00056479,JMDMF,567.62,921
IN00026989,ULOES,853.43,619
IN00036624,DRKQO,292.13,694
IN00060640,ZDWKV,867.68,998
IN00025255,KYJGS,992.86,680
IN00086678,TXUNT,981.72,105
IN00046651,NTHYO,83.96,660
IN00013762,TFYCN,847.78,252
IN00021411,GJUEX,742.97,157
IN00004367,FXKUZ,394.86,181
IN00096913,PFUCE,871.58,286
IN00087560,TDAWG,768.45,706
IN00019660,FHEJH,607.71,647
IN00004859,MZVZG,337.46,6
IN00014782,QTOIF,126.75,802
IN00032055,OQXLS,165.88,322
IN00085316,VASCV,521.78,70
IN00068594,POGTW,872.71,633
IN00026854,EVBXM,385.35,558
IN00024927,STHTD,88.53,841
IN00096302,TRQKX,144.67,763
IN00011195,GFPLN,812.34,366
IN00030036,YRFMZ,159.74,38
IN00030479,KRVTG,398.02,369
IN00004878,MIDYU,269.56,791
IN00055360,WVIAK,927.51,357
IN00054384,CRQWX,717.18,429
IN00058530,IEGIG,748.41,904
IN00084193,SONDB,29.91,800
IN00081808,YGPTR,76.65,719
IN00058879,OFRLO,819.18,662
IN00080070,OWIEB,24.31,510
IN00004330,ECBSK,80.63,796
IN00073346,CIKZM,609.05,788
IN00057455,PDUOE,619.53,687
IN00022662,CPFJZ,304.09,477
IN00085117,AXKLH,421.65,70
IN00054978,QRCOT,382.56,562
IN00009541,RQUGM,256.98,568
IN00035605,RAIEV,266.89,274
IN00035650,CSJVV,44.38,47
IN00061342,PKILF,451.21,713
IN00021492,GLXJX,18.56,656
